# of Doc     Predicted Review     True Review
   1       |       neg       |       pos
   21694       |       neg       |       neg
   21695       |       neg       |       neg
   21696       |       neg       |       neg
   21697       |       neg       |       neg
   21698       |       neg       |       neg
   21699       |       neg       |       neg
   21700       |       neg       |       neg
   21701       |       neg       |       neg
   21702       |       neg       |       neg
   21703       |       neg       |       neg
   21704       |       neg       |       neg
   21705       |       neg       |       neg
   21706       |       neg       |       neg
   21707       |       pos       |       neg
   21708       |       neg       |       neg
   21709       |       neg       |       neg
   21710       |       neg       |       neg
   21711       |       neg       |       neg
   21712       |       neg       |       neg
   21713       |       pos       |       neg
   21714       |       neg       |       neg
   21715       |       neg       |       neg
   21716       |       neg       |       neg
   21717       |       neg       |       neg
   21718       |       neg       |       neg
   21719       |       pos       |       neg
   21720       |       neg       |       neg
   21721       |       neg       |       neg
   21722       |       neg       |       neg
   21723       |       neg       |       neg
   21724       |       neg       |       neg
   21725       |       neg       |       neg
   21726       |       neg       |       neg
   21727       |       neg       |       neg
   21728       |       pos       |       neg
   21729       |       neg       |       neg
   21730       |       neg       |       neg
   21731       |       neg       |       neg
   21732       |       neg       |       neg
   21733       |       neg       |       neg
   21734       |       pos       |       neg
   21735       |       neg       |       neg
   21736       |       neg       |       neg
   21737       |       neg       |       neg
   21738       |       neg       |       neg
   21739       |       pos       |       neg
   21740       |       neg       |       neg
   21741       |       pos       |       neg
   21742       |       neg       |       neg
   21743       |       neg       |       neg
   21744       |       neg       |       neg
   21745       |       neg       |       neg
   21746       |       neg       |       neg
   21747       |       neg       |       neg
   21748       |       neg       |       neg
   21749       |       neg       |       neg
   21750       |       neg       |       neg
   21751       |       neg       |       neg
   21752       |       neg       |       neg
   21753       |       neg       |       neg
   21754       |       neg       |       neg
   21755       |       neg       |       neg
   21756       |       neg       |       neg
   21757       |       neg       |       neg
   21758       |       neg       |       neg
   21759       |       neg       |       neg
   21760       |       neg       |       neg
   21761       |       pos       |       neg
   21762       |       pos       |       neg
   21763       |       pos       |       neg
   21764       |       neg       |       neg
   21765       |       neg       |       neg
   21766       |       neg       |       neg
   21767       |       neg       |       neg
   21768       |       neg       |       neg
   21769       |       neg       |       neg
   21770       |       neg       |       neg
   21771       |       neg       |       neg
   21772       |       pos       |       neg
   21773       |       neg       |       neg
   21774       |       neg       |       neg
   21775       |       neg       |       neg
   21776       |       neg       |       neg
   21777       |       neg       |       neg
   21778       |       neg       |       neg
   21779       |       neg       |       neg
   21780       |       neg       |       neg
   21781       |       neg       |       neg
   21782       |       neg       |       neg
   21783       |       neg       |       neg
   21784       |       neg       |       neg
   21785       |       neg       |       neg
   21786       |       neg       |       neg
   21787       |       neg       |       neg
   21788       |       pos       |       neg
   21789       |       neg       |       neg
   21790       |       neg       |       neg
   21791       |       neg       |       neg
   21792       |       neg       |       neg
   21793       |       pos       |       neg
   21794       |       pos       |       neg
   21795       |       neg       |       neg
   21796       |       neg       |       neg
   21797       |       neg       |       neg
   21798       |       neg       |       neg
   21799       |       neg       |       neg
   21800       |       neg       |       neg
   21801       |       neg       |       neg
   21802       |       neg       |       neg
   21803       |       neg       |       neg
   21804       |       pos       |       neg
   21805       |       neg       |       neg
   21806       |       pos       |       neg
   21807       |       neg       |       neg
   21808       |       pos       |       neg
   21809       |       neg       |       neg
   21810       |       neg       |       neg
   21811       |       pos       |       neg
   21812       |       neg       |       neg
   21813       |       neg       |       neg
   21814       |       neg       |       neg
   21815       |       pos       |       neg
   21816       |       neg       |       neg
   21817       |       pos       |       neg
   21818       |       neg       |       neg
   21819       |       neg       |       neg
   21820       |       pos       |       neg
   21821       |       neg       |       neg
   21822       |       neg       |       neg
   21823       |       neg       |       neg
   21824       |       neg       |       neg
   21825       |       pos       |       neg
   21826       |       neg       |       neg
   21827       |       neg       |       neg
   21828       |       neg       |       neg
   21829       |       neg       |       neg
   21830       |       neg       |       neg
   21831       |       neg       |       neg
   21832       |       neg       |       neg
   21833       |       neg       |       neg
   21834       |       neg       |       neg
   21835       |       neg       |       neg
   21836       |       neg       |       neg
   21837       |       neg       |       neg
   21838       |       neg       |       neg
   21839       |       neg       |       neg
   21840       |       neg       |       neg
   21841       |       neg       |       neg
   21842       |       neg       |       neg
   21843       |       pos       |       neg
   21844       |       neg       |       neg
   21845       |       neg       |       neg
   21846       |       neg       |       neg
   21847       |       neg       |       neg
   21848       |       neg       |       neg
   21849       |       neg       |       neg
   21850       |       neg       |       neg
   21851       |       neg       |       neg
   21852       |       pos       |       neg
   21853       |       neg       |       neg
   21854       |       neg       |       neg
   21855       |       neg       |       neg
   21856       |       neg       |       neg
   21857       |       neg       |       neg
   21858       |       neg       |       neg
   21859       |       neg       |       neg
   21860       |       neg       |       neg
   21861       |       neg       |       neg
   21862       |       neg       |       neg
   21863       |       neg       |       neg
   21864       |       neg       |       neg
   21865       |       neg       |       neg
   21866       |       neg       |       neg
   21867       |       neg       |       neg
   21868       |       neg       |       neg
   21869       |       neg       |       neg
   21870       |       neg       |       neg
   21871       |       pos       |       neg
   21872       |       neg       |       neg
   21873       |       neg       |       neg
   21874       |       neg       |       neg
   21875       |       neg       |       neg
   21876       |       neg       |       neg
   21877       |       neg       |       neg
   21878       |       neg       |       neg
   21879       |       neg       |       neg
   21880       |       neg       |       neg
   21881       |       neg       |       neg
   21882       |       neg       |       neg
   21883       |       neg       |       neg
   21884       |       neg       |       neg
   21885       |       neg       |       neg
   21886       |       neg       |       neg
   21887       |       pos       |       neg
   21888       |       neg       |       neg
   21889       |       neg       |       neg
   21890       |       neg       |       neg
   21891       |       neg       |       neg
   21892       |       neg       |       neg
   21893       |       neg       |       neg
   21894       |       neg       |       neg
   21895       |       neg       |       neg
   21896       |       neg       |       neg
   21897       |       neg       |       neg
   21898       |       neg       |       neg
   21899       |       neg       |       neg
   21900       |       neg       |       neg
   21901       |       neg       |       neg
   21902       |       neg       |       neg
   21903       |       neg       |       neg
   21904       |       neg       |       neg
   21905       |       pos       |       neg
   21906       |       neg       |       neg
   21907       |       neg       |       neg
   21908       |       neg       |       neg
   21909       |       neg       |       neg
   21910       |       pos       |       neg
   21911       |       pos       |       neg
   21912       |       neg       |       neg
   21913       |       neg       |       neg
   21914       |       neg       |       neg
   21915       |       neg       |       neg
   21916       |       neg       |       neg
   21917       |       pos       |       neg
   21918       |       neg       |       neg
   21919       |       neg       |       neg
   21920       |       pos       |       neg
   21921       |       neg       |       neg
   21922       |       neg       |       neg
   21923       |       neg       |       neg
   21924       |       neg       |       neg
   21925       |       pos       |       neg
   21926       |       neg       |       neg
   21927       |       neg       |       neg
   21928       |       pos       |       neg
   21929       |       neg       |       neg
   21930       |       neg       |       neg
   21931       |       neg       |       neg
   21932       |       neg       |       neg
   21933       |       neg       |       neg
   21934       |       neg       |       neg
   21935       |       neg       |       neg
   21936       |       neg       |       neg
   21937       |       neg       |       neg
   21938       |       neg       |       neg
   21939       |       pos       |       neg
   21940       |       neg       |       neg
   21941       |       neg       |       neg
   21942       |       neg       |       neg
   21943       |       neg       |       neg
   21944       |       neg       |       neg
   21945       |       neg       |       neg
   21946       |       neg       |       neg
   21947       |       neg       |       neg
   21948       |       neg       |       neg
   21949       |       pos       |       neg
   21950       |       neg       |       neg
   21951       |       pos       |       neg
   21952       |       pos       |       neg
   21953       |       neg       |       neg
   21954       |       neg       |       neg
   21955       |       neg       |       neg
   21956       |       pos       |       neg
   21957       |       neg       |       neg
   21958       |       neg       |       neg
   21959       |       neg       |       neg
   21960       |       neg       |       neg
   21961       |       neg       |       neg
   21962       |       neg       |       neg
   21963       |       neg       |       neg
   21964       |       neg       |       neg
   21965       |       neg       |       neg
   21966       |       neg       |       neg
   21967       |       neg       |       neg
   21968       |       neg       |       neg
   21969       |       neg       |       neg
   21970       |       neg       |       neg
   21971       |       neg       |       neg
   21972       |       neg       |       neg
   21973       |       neg       |       neg
   21974       |       pos       |       neg
   21975       |       neg       |       neg
   21976       |       neg       |       neg
   21977       |       neg       |       neg
   21978       |       neg       |       neg
   21979       |       neg       |       neg
   21980       |       neg       |       neg
   21981       |       neg       |       neg
   21982       |       pos       |       neg
   21983       |       neg       |       neg
   21984       |       pos       |       neg
   21985       |       neg       |       neg
   21986       |       neg       |       neg
   21987       |       neg       |       neg
   21988       |       neg       |       neg
   21989       |       neg       |       neg
   21990       |       neg       |       neg
   21991       |       neg       |       neg
   21992       |       neg       |       neg
   21993       |       neg       |       neg
   21994       |       neg       |       neg
   21995       |       neg       |       neg
   21996       |       neg       |       neg
   21997       |       neg       |       neg
   21998       |       neg       |       neg
   21999       |       neg       |       neg
   22000       |       neg       |       neg
   22001       |       neg       |       neg
   22002       |       neg       |       neg
   22003       |       neg       |       neg
   22004       |       neg       |       neg
   22005       |       neg       |       neg
   22006       |       neg       |       neg
   22007       |       neg       |       neg
   22008       |       pos       |       neg
   22009       |       neg       |       neg
   22010       |       neg       |       neg
   22011       |       neg       |       neg
   22012       |       neg       |       neg
   22013       |       pos       |       neg
   22014       |       neg       |       neg
   22015       |       pos       |       neg
   22016       |       neg       |       neg
   22017       |       neg       |       neg
   22018       |       neg       |       neg
   22019       |       neg       |       neg
   22020       |       neg       |       neg
   22021       |       neg       |       neg
   22022       |       neg       |       neg
   22023       |       neg       |       neg
   22024       |       neg       |       neg
   22025       |       neg       |       neg
   22026       |       neg       |       neg
   22027       |       neg       |       neg
   22028       |       neg       |       neg
   22029       |       pos       |       neg
   22030       |       neg       |       neg
   22031       |       neg       |       neg
   22032       |       neg       |       neg
   22033       |       neg       |       neg
   22034       |       neg       |       neg
   22035       |       neg       |       neg
   22036       |       pos       |       neg
   22037       |       neg       |       neg
   22038       |       pos       |       neg
   22039       |       neg       |       neg
   22040       |       pos       |       neg
   22041       |       neg       |       neg
   22042       |       neg       |       neg
   22043       |       neg       |       neg
   22044       |       neg       |       neg
   22045       |       neg       |       neg
   22046       |       neg       |       neg
   22047       |       neg       |       neg
   22048       |       neg       |       neg
   22049       |       neg       |       neg
   22050       |       neg       |       neg
   22051       |       neg       |       neg
   22052       |       neg       |       neg
   22053       |       neg       |       neg
   22054       |       neg       |       neg
   22055       |       neg       |       neg
   22056       |       neg       |       neg
   22057       |       neg       |       neg
   22058       |       pos       |       neg
   22059       |       neg       |       neg
   22060       |       neg       |       neg
   22061       |       neg       |       neg
   22062       |       pos       |       neg
   22063       |       neg       |       neg
   22064       |       neg       |       neg
   22065       |       pos       |       neg
   22066       |       neg       |       neg
   22067       |       neg       |       neg
   22068       |       neg       |       neg
   22069       |       neg       |       neg
   22070       |       neg       |       neg
   22071       |       neg       |       neg
   22072       |       neg       |       neg
   22073       |       neg       |       neg
   22074       |       neg       |       neg
   22075       |       neg       |       neg
   22076       |       neg       |       neg
   22077       |       neg       |       neg
   22078       |       neg       |       neg
   22079       |       neg       |       neg
   22080       |       neg       |       neg
   22081       |       neg       |       neg
   22082       |       neg       |       neg
   22083       |       neg       |       neg
   22084       |       neg       |       neg
   22085       |       neg       |       neg
   22086       |       neg       |       neg
   22087       |       neg       |       neg
   22088       |       pos       |       neg
   22089       |       neg       |       neg
   22090       |       neg       |       neg
   22091       |       neg       |       neg
   22092       |       neg       |       neg
   22093       |       neg       |       neg
   22094       |       neg       |       neg
   22095       |       neg       |       neg
   22096       |       neg       |       neg
   22097       |       neg       |       neg
   22098       |       neg       |       neg
   22099       |       neg       |       neg
   22100       |       neg       |       neg
   22101       |       neg       |       neg
   22102       |       pos       |       neg
   22103       |       neg       |       neg
   22104       |       neg       |       neg
   22105       |       neg       |       neg
   22106       |       pos       |       neg
   22107       |       neg       |       neg
   22108       |       neg       |       neg
   22109       |       neg       |       neg
   22110       |       neg       |       neg
   22111       |       pos       |       neg
   22112       |       neg       |       neg
   22113       |       neg       |       neg
   22114       |       neg       |       neg
   22115       |       neg       |       neg
   22116       |       neg       |       neg
   22117       |       neg       |       neg
   22118       |       neg       |       neg
   22119       |       neg       |       neg
   22120       |       neg       |       neg
   22121       |       pos       |       neg
   22122       |       neg       |       neg
   22123       |       neg       |       neg
   22124       |       neg       |       neg
   22125       |       neg       |       neg
   22126       |       neg       |       neg
   22127       |       pos       |       neg
   22128       |       neg       |       neg
   22129       |       neg       |       neg
   22130       |       neg       |       neg
   22131       |       neg       |       neg
   22132       |       neg       |       neg
   22133       |       neg       |       neg
   22134       |       neg       |       neg
   22135       |       neg       |       neg
   22136       |       neg       |       neg
   22137       |       neg       |       neg
   22138       |       neg       |       neg
   22139       |       neg       |       neg
   22140       |       neg       |       neg
   22141       |       neg       |       neg
   22142       |       neg       |       neg
   22143       |       neg       |       neg
   22144       |       neg       |       neg
   22145       |       neg       |       neg
   22146       |       neg       |       neg
   22147       |       neg       |       neg
   22148       |       neg       |       neg
   22149       |       neg       |       neg
   22150       |       neg       |       neg
   22151       |       neg       |       neg
   22152       |       neg       |       neg
   22153       |       neg       |       neg
   22154       |       pos       |       neg
   22155       |       neg       |       neg
   22156       |       neg       |       neg
   22157       |       neg       |       neg
   22158       |       neg       |       neg
   22159       |       pos       |       neg
   22160       |       neg       |       neg
   22161       |       neg       |       neg
   22162       |       neg       |       neg
   22163       |       neg       |       neg
   22164       |       neg       |       neg
   22165       |       neg       |       neg
   22166       |       neg       |       neg
   22167       |       neg       |       neg
   22168       |       neg       |       neg
   22169       |       pos       |       neg
   22170       |       neg       |       neg
   22171       |       neg       |       neg
   22172       |       neg       |       neg
   22173       |       pos       |       neg
   22174       |       neg       |       neg
   22175       |       neg       |       neg
   22176       |       neg       |       neg
   22177       |       neg       |       neg
   22178       |       pos       |       neg
   22179       |       neg       |       neg
   22180       |       pos       |       neg
   22181       |       pos       |       neg
   22182       |       neg       |       neg
   22183       |       neg       |       neg
   22184       |       neg       |       neg
   22185       |       neg       |       neg
   22186       |       neg       |       neg
   22187       |       neg       |       neg
   22188       |       neg       |       neg
   22189       |       neg       |       neg
   22190       |       pos       |       neg
   22191       |       neg       |       neg
   22192       |       neg       |       neg
   22193       |       neg       |       neg
   22194       |       neg       |       neg
   22195       |       neg       |       neg
   22196       |       neg       |       neg
   22197       |       pos       |       neg
   22198       |       neg       |       neg
   22199       |       neg       |       neg
   22200       |       neg       |       neg
   22201       |       neg       |       neg
   22202       |       pos       |       neg
   22203       |       neg       |       neg
   22204       |       neg       |       neg
   22205       |       neg       |       neg
   22206       |       neg       |       neg
   22207       |       neg       |       neg
   22208       |       neg       |       neg
   22209       |       neg       |       neg
   22210       |       neg       |       neg
   22211       |       neg       |       neg
   22212       |       neg       |       neg
   22213       |       neg       |       neg
   22214       |       neg       |       neg
   22215       |       neg       |       neg
   22216       |       neg       |       neg
   22217       |       neg       |       neg
   22218       |       neg       |       neg
   22219       |       neg       |       neg
   22220       |       pos       |       neg
   22221       |       pos       |       neg
   22222       |       neg       |       neg
   22223       |       neg       |       neg
   22224       |       neg       |       neg
   22225       |       neg       |       neg
   22226       |       neg       |       neg
   22227       |       neg       |       neg
   22228       |       neg       |       neg
   22229       |       neg       |       neg
   22230       |       neg       |       neg
   22231       |       neg       |       neg
   22232       |       neg       |       neg
   22233       |       neg       |       neg
   22234       |       neg       |       neg
   22235       |       neg       |       neg
   22236       |       neg       |       neg
   22237       |       neg       |       neg
   22238       |       neg       |       neg
   22239       |       pos       |       neg
   22240       |       neg       |       neg
   22241       |       neg       |       neg
   22242       |       neg       |       neg
   22243       |       pos       |       neg
   22244       |       neg       |       neg
   22245       |       neg       |       neg
   22246       |       neg       |       neg
   22247       |       neg       |       neg
   22248       |       neg       |       neg
   22249       |       neg       |       neg
   22250       |       neg       |       neg
   22251       |       neg       |       neg
   22252       |       neg       |       neg
   22253       |       neg       |       neg
   22254       |       neg       |       neg
   22255       |       neg       |       neg
   22256       |       pos       |       neg
   22257       |       neg       |       neg
   22258       |       pos       |       neg
   22259       |       neg       |       neg
   22260       |       neg       |       neg
   22261       |       neg       |       neg
   22262       |       neg       |       neg
   22263       |       neg       |       neg
   22264       |       neg       |       neg
   22265       |       neg       |       neg
   22266       |       neg       |       neg
   22267       |       neg       |       neg
   22268       |       neg       |       neg
   22269       |       neg       |       neg
   22270       |       pos       |       neg
   22271       |       neg       |       neg
   22272       |       neg       |       neg
   22273       |       neg       |       neg
   22274       |       neg       |       neg
   22275       |       neg       |       neg
   22276       |       pos       |       neg
   22277       |       pos       |       neg
   22278       |       neg       |       neg
   22279       |       neg       |       neg
   22280       |       neg       |       neg
   22281       |       neg       |       neg
   22282       |       neg       |       neg
   22283       |       pos       |       neg
   22284       |       neg       |       neg
   22285       |       neg       |       neg
   22286       |       neg       |       neg
   22287       |       neg       |       neg
   22288       |       neg       |       neg
   22289       |       neg       |       neg
   22290       |       neg       |       neg
   22291       |       neg       |       neg
   22292       |       neg       |       neg
   22293       |       neg       |       neg
   22294       |       neg       |       neg
   22295       |       neg       |       neg
   22296       |       neg       |       neg
   22297       |       pos       |       neg
   22298       |       neg       |       neg
   22299       |       pos       |       neg
   22300       |       neg       |       neg
   22301       |       neg       |       neg
   22302       |       neg       |       neg
   22303       |       neg       |       neg
   22304       |       neg       |       neg
   22305       |       neg       |       neg
   22306       |       pos       |       neg
   22307       |       neg       |       neg
   22308       |       neg       |       neg
   22309       |       neg       |       neg
   22310       |       neg       |       neg
   22311       |       neg       |       neg
   22312       |       neg       |       neg
   22313       |       neg       |       neg
   22314       |       neg       |       neg
   22315       |       neg       |       neg
   22316       |       neg       |       neg
   22317       |       pos       |       neg
   22318       |       neg       |       neg
   22319       |       pos       |       neg
   22320       |       neg       |       neg
   22321       |       neg       |       neg
   22322       |       neg       |       neg
   22323       |       neg       |       neg
   22324       |       neg       |       neg
   22325       |       pos       |       neg
   22326       |       neg       |       neg
   22327       |       neg       |       neg
   22328       |       neg       |       neg
   22329       |       neg       |       neg
   22330       |       neg       |       neg
   22331       |       neg       |       neg
   22332       |       neg       |       neg
   22333       |       neg       |       neg
   22334       |       neg       |       neg
   22335       |       neg       |       neg
   22336       |       pos       |       neg
   22337       |       neg       |       neg
   22338       |       pos       |       neg
   22339       |       neg       |       neg
   22340       |       neg       |       neg
   22341       |       pos       |       neg
   22342       |       neg       |       neg
   22343       |       neg       |       neg
   22344       |       neg       |       neg
   22345       |       neg       |       neg
   22346       |       neg       |       neg
   22347       |       neg       |       neg
   22348       |       pos       |       neg
   22349       |       neg       |       neg
   22350       |       neg       |       neg
   22351       |       neg       |       neg
   22352       |       neg       |       neg
   22353       |       neg       |       neg
   22354       |       neg       |       neg
   22355       |       neg       |       neg
   22356       |       neg       |       neg
   22357       |       pos       |       neg
   22358       |       neg       |       neg
   22359       |       neg       |       neg
   22360       |       neg       |       neg
   22361       |       neg       |       neg
   22362       |       neg       |       neg
   22363       |       neg       |       neg
   22364       |       neg       |       neg
   22365       |       neg       |       neg
   22366       |       neg       |       neg
   22367       |       neg       |       neg
   22368       |       neg       |       neg
   22369       |       neg       |       neg
   22370       |       neg       |       neg
   22371       |       neg       |       neg
   22372       |       neg       |       neg
   22373       |       neg       |       neg
   22374       |       neg       |       neg
   22375       |       neg       |       neg
   22376       |       neg       |       neg
   22377       |       neg       |       neg
   22378       |       neg       |       neg
   22379       |       neg       |       neg
   22380       |       neg       |       neg
   22381       |       neg       |       neg
   22382       |       pos       |       neg
   22383       |       neg       |       neg
   22384       |       neg       |       neg
   22385       |       neg       |       neg
   22386       |       neg       |       neg
   22387       |       neg       |       neg
   22388       |       neg       |       neg
   22389       |       neg       |       neg
   22390       |       pos       |       neg
   22391       |       neg       |       neg
   22392       |       neg       |       neg
   22393       |       pos       |       neg
   22394       |       pos       |       neg
   22395       |       neg       |       neg
   22396       |       neg       |       neg
   22397       |       neg       |       neg
   22398       |       pos       |       neg
   22399       |       pos       |       neg
   22400       |       neg       |       neg
   22401       |       neg       |       neg
   22402       |       neg       |       neg
   22403       |       neg       |       neg
   22404       |       pos       |       neg
   22405       |       neg       |       neg
   22406       |       neg       |       neg
   22407       |       neg       |       neg
   22408       |       neg       |       neg
   22409       |       pos       |       neg
   22410       |       neg       |       neg
   22411       |       neg       |       neg
   22412       |       neg       |       neg
   22413       |       neg       |       neg
   22414       |       neg       |       neg
   22415       |       neg       |       neg
   22416       |       neg       |       neg
   22417       |       neg       |       neg
   22418       |       neg       |       neg
   22419       |       pos       |       neg
   22420       |       pos       |       neg
   22421       |       neg       |       neg
   22422       |       neg       |       neg
   22423       |       neg       |       neg
   22424       |       neg       |       neg
   22425       |       neg       |       neg
   22426       |       neg       |       neg
   22427       |       neg       |       neg
   22428       |       neg       |       neg
   22429       |       neg       |       neg
   22430       |       neg       |       neg
   22431       |       neg       |       neg
   22432       |       neg       |       neg
   22433       |       neg       |       neg
   22434       |       neg       |       neg
   22435       |       pos       |       neg
   22436       |       neg       |       neg
   22437       |       neg       |       neg
   22438       |       neg       |       neg
   22439       |       neg       |       neg
   22440       |       neg       |       neg
   22441       |       neg       |       neg
   22442       |       neg       |       neg
   22443       |       neg       |       neg
   22444       |       neg       |       neg
   22445       |       neg       |       neg
   22446       |       neg       |       neg
   22447       |       neg       |       neg
   22448       |       pos       |       neg
   22449       |       pos       |       neg
   22450       |       neg       |       neg
   22451       |       neg       |       neg
   22452       |       neg       |       neg
   22453       |       neg       |       neg
   22454       |       neg       |       neg
   22455       |       neg       |       neg
   22456       |       neg       |       neg
   22457       |       neg       |       neg
   22458       |       neg       |       neg
   22459       |       neg       |       neg
   22460       |       neg       |       neg
   22461       |       neg       |       neg
   22462       |       neg       |       neg
   22463       |       neg       |       neg
   22464       |       pos       |       neg
   22465       |       pos       |       neg
   22466       |       neg       |       neg
   22467       |       neg       |       neg
   22468       |       neg       |       neg
   22469       |       neg       |       neg
   22470       |       neg       |       neg
   22471       |       neg       |       neg
   22472       |       pos       |       neg
   22473       |       pos       |       neg
   22474       |       neg       |       neg
   22475       |       neg       |       neg
   22476       |       neg       |       neg
   22477       |       neg       |       neg
   22478       |       neg       |       neg
   22479       |       neg       |       neg
   22480       |       neg       |       neg
   22481       |       neg       |       neg
   22482       |       neg       |       neg
   22483       |       neg       |       neg
   22484       |       pos       |       neg
   22485       |       neg       |       neg
   22486       |       neg       |       neg
   22487       |       pos       |       neg
   22488       |       neg       |       neg
   22489       |       pos       |       neg
   22490       |       pos       |       neg
   22491       |       neg       |       neg
   22492       |       neg       |       neg
   22493       |       neg       |       neg
   22494       |       pos       |       neg
   22495       |       neg       |       neg
   22496       |       neg       |       neg
   22497       |       neg       |       neg
   22498       |       neg       |       neg
   22499       |       neg       |       neg
   22500       |       neg       |       neg
   22501       |       neg       |       neg
   22502       |       neg       |       neg
   22503       |       neg       |       neg
   22504       |       neg       |       neg
   22505       |       neg       |       neg
   22506       |       neg       |       neg
   22507       |       neg       |       neg
   22508       |       neg       |       neg
   22509       |       neg       |       neg
   22510       |       neg       |       neg
   22511       |       neg       |       neg
   22512       |       neg       |       neg
   22513       |       neg       |       neg
   22514       |       neg       |       neg
   22515       |       neg       |       neg
   22516       |       neg       |       neg
   22517       |       pos       |       neg
   22518       |       neg       |       neg
   22519       |       neg       |       neg
   22520       |       neg       |       neg
   22521       |       neg       |       neg
   22522       |       neg       |       neg
   22523       |       neg       |       neg
   22524       |       pos       |       neg
   22525       |       neg       |       neg
   22526       |       pos       |       neg
   22527       |       neg       |       neg
   22528       |       pos       |       neg
   22529       |       pos       |       neg
   22530       |       neg       |       neg
   22531       |       neg       |       neg
   22532       |       neg       |       neg
   22533       |       neg       |       neg
   22534       |       neg       |       neg
   22535       |       neg       |       neg
   22536       |       neg       |       neg
   22537       |       neg       |       neg
   22538       |       neg       |       neg
   22539       |       neg       |       neg
   22540       |       neg       |       neg
   22541       |       neg       |       neg
   22542       |       neg       |       neg
   22543       |       neg       |       neg
   22544       |       neg       |       neg
   22545       |       neg       |       neg
   22546       |       neg       |       neg
   22547       |       neg       |       neg
   22548       |       neg       |       neg
   22549       |       neg       |       neg
   22550       |       neg       |       neg
   22551       |       pos       |       neg
   22552       |       neg       |       neg
   22553       |       neg       |       neg
   22554       |       neg       |       neg
   22555       |       neg       |       neg
   22556       |       neg       |       neg
   22557       |       neg       |       neg
   22558       |       neg       |       neg
   22559       |       neg       |       neg
   22560       |       pos       |       neg
   22561       |       neg       |       neg
   22562       |       neg       |       neg
   22563       |       neg       |       neg
   22564       |       neg       |       neg
   22565       |       neg       |       neg
   22566       |       neg       |       neg
   22567       |       neg       |       neg
   22568       |       neg       |       neg
   22569       |       neg       |       neg
   22570       |       neg       |       neg
   22571       |       neg       |       neg
   22572       |       pos       |       neg
   22573       |       neg       |       neg
   22574       |       neg       |       neg
   22575       |       neg       |       neg
   22576       |       neg       |       neg
   22577       |       neg       |       neg
   22578       |       neg       |       neg
   22579       |       neg       |       neg
   22580       |       neg       |       neg
   22581       |       neg       |       neg
   22582       |       neg       |       neg
   22583       |       neg       |       neg
   22584       |       neg       |       neg
   22585       |       neg       |       neg
   22586       |       neg       |       neg
   22587       |       neg       |       neg
   22588       |       neg       |       neg
   22589       |       neg       |       neg
   22590       |       neg       |       neg
   22591       |       neg       |       neg
   22592       |       neg       |       neg
   22593       |       neg       |       neg
   22594       |       neg       |       neg
   22595       |       neg       |       neg
   22596       |       pos       |       neg
   22597       |       neg       |       neg
   22598       |       neg       |       neg
   22599       |       neg       |       neg
   22600       |       neg       |       neg
   22601       |       neg       |       neg
   22602       |       neg       |       neg
   22603       |       neg       |       neg
   22604       |       pos       |       neg
   22605       |       pos       |       neg
   22606       |       pos       |       neg
   22607       |       neg       |       neg
   22608       |       neg       |       neg
   22609       |       neg       |       neg
   22610       |       neg       |       neg
   22611       |       neg       |       neg
   22612       |       neg       |       neg
   22613       |       neg       |       neg
   22614       |       neg       |       neg
   22615       |       neg       |       neg
   22616       |       neg       |       neg
   22617       |       neg       |       neg
   22618       |       neg       |       neg
   22619       |       neg       |       neg
   22620       |       neg       |       neg
   22621       |       neg       |       neg
   22622       |       neg       |       neg
   22623       |       neg       |       neg
   22624       |       pos       |       neg
   22625       |       neg       |       neg
   22626       |       neg       |       neg
   22627       |       neg       |       neg
   22628       |       neg       |       neg
   22629       |       neg       |       neg
   22630       |       neg       |       neg
   22631       |       neg       |       neg
   22632       |       neg       |       neg
   22633       |       neg       |       neg
   22634       |       pos       |       neg
   22635       |       neg       |       neg
   22636       |       neg       |       neg
   22637       |       neg       |       neg
   22638       |       neg       |       neg
   22639       |       neg       |       neg
   22640       |       neg       |       neg
   22641       |       neg       |       neg
   22642       |       neg       |       neg
   22643       |       neg       |       neg
   22644       |       neg       |       neg
   22645       |       neg       |       neg
   22646       |       neg       |       neg
   22647       |       neg       |       neg
   22648       |       neg       |       neg
   22649       |       pos       |       neg
   22650       |       neg       |       neg
   22651       |       neg       |       neg
   22652       |       neg       |       neg
   22653       |       neg       |       neg
   22654       |       neg       |       neg
   22655       |       neg       |       neg
   22656       |       neg       |       neg
   22657       |       neg       |       neg
   22658       |       neg       |       neg
   22659       |       neg       |       neg
   22660       |       pos       |       neg
   22661       |       neg       |       neg
   22662       |       pos       |       neg
   22663       |       neg       |       neg
   22664       |       neg       |       neg
   22665       |       neg       |       neg
   22666       |       neg       |       neg
   22667       |       neg       |       neg
   22668       |       neg       |       neg
   22669       |       neg       |       neg
   22670       |       neg       |       neg
   22671       |       neg       |       neg
   22672       |       neg       |       neg
   22673       |       neg       |       neg
   22674       |       neg       |       neg
   22675       |       neg       |       neg
   22676       |       pos       |       neg
   22677       |       pos       |       neg
   22678       |       neg       |       neg
   22679       |       neg       |       neg
   22680       |       pos       |       neg
   22681       |       neg       |       neg
   22682       |       neg       |       neg
   22683       |       neg       |       neg
   22684       |       neg       |       neg
   22685       |       neg       |       neg
   22686       |       neg       |       neg
   22687       |       neg       |       neg
   22688       |       pos       |       neg
   22689       |       neg       |       neg
   22690       |       neg       |       neg
